file_name,predicted_class,score
bobcat/LowerTrailCamera_EK000026.JPG,deer,0.79763854
bobcat/LowerTrailCamera_EK000027.JPG,deer,0.5687003
bobcat/LowerTrailCamera_EK000925.JPG,rabbit,0.9933215
bobcat/LowerTrailCamera_EK000926.JPG,rabbit,0.9919911
bobcat/LowerTrailCamera_EK001495.JPG,rabbit,0.5236791
bobcat/LowerTrailCamera_EK001631.JPG,rabbit,0.9424377
bobcat/LowerTrailCamera_EK002078.JPG,squirrel,0.85620093
bobcat/LowerTrailCamera_EK002079.JPG,squirrel,0.43060467
deer/LowerTrailCamera_EK000048.JPG,nothing,0.9032836
deer/LowerTrailCamera_EK001420.JPG,nothing,0.41923755
deer/LowerTrailCamera_EK001421.JPG,nothing,0.49376428
deer/LowerTrailCamera_EK001422.JPG,squirrel,0.34094897
